1.048014234546176704e+00,-1.337042002333010682e-01,-0.000000000000000000e+00,-0.000000000000000000e+00,-3.540611488207952573e-01,-4.813218368430417088e-02,-0.000000000000000000e+00,1.262557325354339011e-01,-0.000000000000000000e+00,-0.000000000000000000e+00
-1.337042002333010682e-01,1.239586538387791759e+00,-0.000000000000000000e+00,-1.713213474622308219e-01,-3.108877428464802417e-01,-5.928976574808146605e-02,-0.000000000000000000e+00,-3.575861318656705645e-01,-0.000000000000000000e+00,-2.781805994649670932e-01
-0.000000000000000000e+00,-0.000000000000000000e+00,9.279640216642154327e-01,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-1.750953257191249224e-01,-0.000000000000000000e+00,-1.564227805647610825e-01,-0.000000000000000000e+00
-0.000000000000000000e+00,-1.713213474622308219e-01,-0.000000000000000000e+00,9.445622786785098368e-01,-0.000000000000000000e+00,-9.412483530265770837e-02,-0.000000000000000000e+00,-1.189689057038179620e-01,-7.771296431431143348e-02,-7.048425867114897336e-04
-3.540611488207952573e-01,-3.108877428464802417e-01,-0.000000000000000000e+00,-0.000000000000000000e+00,1.416564430174910960e+00,-4.525319467303851595e-01,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-2.971480112512835392e-01
-4.813218368430417088e-02,-5.928976574808146605e-02,-0.000000000000000000e+00,-9.412483530265770837e-02,-4.525319467303851595e-01,1.153675746087537979e+00,6.572455294271430104e-02,-0.000000000000000000e+00,-1.352133842054894508e-01,-4.661570116125392932e-02
-0.000000000000000000e+00,-0.000000000000000000e+00,-1.750953257191249224e-01,-0.000000000000000000e+00,-0.000000000000000000e+00,6.572455294271430104e-02,9.976990152339400009e-01,-0.000000000000000000e+00,-1.942274594999958692e-01,2.217276267486070485e-01
1.262557325354339011e-01,-3.575861318656705645e-01,-0.000000000000000000e+00,-1.189689057038179620e-01,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,1.015334609385387887e+00,-0.000000000000000000e+00,-0.000000000000000000e+00
-0.000000000000000000e+00,-0.000000000000000000e+00,-1.564227805647610825e-01,-7.771296431431143348e-02,-0.000000000000000000e+00,-1.352133842054894508e-01,-1.942274594999958692e-01,-0.000000000000000000e+00,9.650566055606337734e-01,-0.000000000000000000e+00
-0.000000000000000000e+00,-2.781805994649670932e-01,-0.000000000000000000e+00,-7.048425867114897336e-04,-2.971480112512835392e-01,-4.661570116125392932e-02,2.217276267486070485e-01,-0.000000000000000000e+00,-0.000000000000000000e+00,1.151723686251872270e+00
